strain	originating_lab	submitting_lab	author
A/chicken/CzechRepublic/29914/2025	State Veterinary Institute Prague	State Veterinary Institute Prague	Nagy,Alexander;Cernikova,Lenka;Sterbova,Michaela;Orenicova,Kristina
A/domesticduck/CzechRepublic/29911/2025	State Veterinary Institute Prague	State Veterinary Institute Prague	Nagy,Alexander;Cernikova,Lenka;Sterbova,Michaela;Orenicova,Kristina
A/chicken/CzechRepublic/29912/2025	State Veterinary Institute Prague	State Veterinary Institute Prague	Nagy,Alexander;Cernikova,Lenka;Sterbova,Michaela;Orenicova,Kristina
A/Europeanherringgull/Israel/75/2024	Kimron Veterinary Institute	Kimron Veterinary Institute	Shkoda,I; Simanov,L; Hadas,R; Berkovitch,A; Farnoushi,I; Zuckerman N.S; Morad-Eliyahu, H; Kushnir, T; S. Fratty, I; Lustig, Y; Mandelboim, M;
A/chicken/Egypt/RLQP1/2025	Animal Health Research Institute, Virology		Hagage,N., zanaty,a., Mosaad,Z., Adel,A., Erfan,A., Said,d., Mohammed,M., Samy,M., Rabie,N., Selim,A., Arafa,A., Fargali,E. and Aid,S.
A/Larus/Israel/76/2024	Kimron Veterinary Institute	Kimron Veterinary Institute	Neta S. Zuckerman; Hagar Morad-Eliyahu; Tatyana Kushnir; Ilana S. Fratty ;Yaniv Lustig; Michal Mandelboim; Asaf Berkovitch; Lubov Simanov; Ruth Hadas; Igal Farnoushi; Irina Shkoda
A/Rat/Egypt/STK003/2023	Center Of Scientific Excellence For Influenza Viruses, National Research Centre (nrc), Egypt.	Center Of Scientific Excellence For Influenza Viruses, National Research Centre (nrc), Egypt.	‘Omnia, Kutkat; Mokhtar, Gomaa; Yassmin, Moatasim; Ahmed, El Taweel; Mina, Kamel; Mohamed, El Sayes; Mohamed, GabAllah; Ahmed, Kandeil; Pamela, McKenzie; Richard, Webby; Ghazi, Kayali; Mohamed, Ali; Rabeh, El-Shesheny’
A/Rat/Egypt/STK001/2023	Center Of Scientific Excellence For Influenza Viruses, National Research Centre (nrc), Egypt.	Center Of Scientific Excellence For Influenza Viruses, National Research Centre (nrc), Egypt.	‘Omnia, Kutkat; Mokhtar, Gomaa; Yassmin, Moatasim; Ahmed, El Taweel; Mina, Kamel; Mohamed, El Sayes; Mohamed, GabAllah; Ahmed, Kandeil; Pamela, McKenzie; Richard, Webby; Ghazi, Kayali; Mohamed, Ali; Rabeh, El-Shesheny’
A/muteswan/Austria/23169070001/2023	Institute For Veterinary Disease Control Moedling	Austrian Agency For Health And Food Safety (ages)	?
A/chicken/Denmark/074303/20230926	Statens Serumm Institute	Statens Serum Institute	Hjulsager,C;Liang,Y
A/turkey/Denmark/0838212/2023	Statens Serum Institut	Statens Serum Institute	Hjulsager,C;Liang,Y
A/Chicken/England/005435/2024	"Animal And Plant Health Agency (apha) "	Animal And Plant Health Agency (apha)	?
A/Chicken/England/137042/2023	"Animal And Plant Health Agency (apha) "	Animal And Plant Health Agency (apha)	?
A/HobbyFalcon/England/080215/2023	"Animal And Plant Health Agency (apha) "	Animal And Plant Health Agency (apha)	?
A/muteswan/Austria/23165593/2023	Institute For Veterinary Disease Control Moedling	Austrian Agency For Health And Food Safety (ages)	?
A/Chicken/Netherlands/23025224011015/2023	"Wageningen Bioveterinary Research "	Wageningen Bioveterinary Research	Beerens, Nancy; Harders, Frank; Pritz-Verschuren, Sylvia; Roose, Marit; Venema, Sandra; Germeraad, Evelien; Engelsma, Marc; Heutink, Rene
A/WhooperSwan/England/141839/2023	"Animal And Plant Health Agency (apha) "	Animal And Plant Health Agency (apha)	?
A/MuteSwan/England/000027/2023	"Animal And Plant Health Agency (apha) "	Animal And Plant Health Agency (apha)	?
A/Pheasant/Sweden/SVA240316SZ0001FB057666M/2024	Swedish Veterinary Agency (sva)	Swedish Veterinary Agency (sva)	"""Siamak,Zohari"""
A/Chicken/Netherlands/23025768001005/2023	"Wageningen Bioveterinary Research "	Wageningen Bioveterinary Research	Beerens, Nancy; Harders, Frank; Pritz-Verschuren, Sylvia; Roose, Marit; Venema, Sandra; Germeraad, Evelien; Engelsma, Marc; Heutink, Rene
A/chicken/Poland/H512J/2023	National Veterinary Research Institut Poland, Piwet Pib	National Veterinary Research Institut Poland, Piwet Pib	Swieton E., Smietanka K.
A/northerngoshawk/Finland/16414/2023	Finnish Food Authority	Finnish Food Authority	Kauppinen, Ari; Tammiranta, Niina; Gadd, Tuija
A/GreylagGoose/England/266941/2023	"Animal And Plant Health Agency (apha) "	Animal And Plant Health Agency (apha)	?
A/chicken/GermanySH/2023AI09050/2023	Friedrich Loeffler Institut	Friedrich Loeffler Institut	?
A/northerngoshawk/Finland/5410/2024	Finnish Food Authority	Finnish Food Authority	Kauppinen, Ari; Tammiranta, Niina; Gadd, Tuija
A/herringgull/GermanyNI/2023AI08764/2023	Friedrich Loeffler Institut	Friedrich Loeffler Institut	?
A/turkey/France/24P000985/2024	Anses (ploufragan Plouzané)	Anses Agence Nationale De Securite Sanitaire De L’alimentation	?
A/turkey/Denmark/083821/2023	Statens Serum Institut	Statens Serum Institute	Hjulsager,C;Liang,Y
A/barnowl/GermanyNI/2023AI09096/2023	Friedrich Loeffler Institut	Friedrich Loeffler Institut	?
A/WhooperSwan/England/267696/2023	"Animal And Plant Health Agency (apha) "	Animal And Plant Health Agency (apha)	?
A/turkey/GermanyNI/2023AI09089/2023	Friedrich Loeffler Institut	Friedrich Loeffler Institut	?
A/Mallard/Netherlands/9/2023	Erasmus Medical Center	Erasmus Medical Center	Vuong,O; Thewessen, S; Bellido-Martin, A.B.; Fouchier, R.A.M.
A/Falcoperegrinus/Belgium/120020004/2023	Sciensano   Animal Infectious Diseases	Sciensano, Department Of Animal Infectious Diseases	Van Borm, Steven; Roupie, Virginie; Hostyn, Pierre; Mathijs, Elisabeth; Lambrecht, Benedicte; Steensels, Mieke
A/EurasianWigeon/Netherlands/23023284002/2023	"Wageningen Bioveterinary Research "	Wageningen Bioveterinary Research	Beerens, Nancy; Harders, Frank; Pritz-Verschuren, Sylvia; Roose, Marit; Venema, Sandra; Germeraad, Evelien; Engelsma, Marc; Heutink, Rene
A/Chicken/Scotland/136041/2023	"Animal And Plant Health Agency (apha) "	Animal And Plant Health Agency (apha)	?
A/BarnacleGoose/Netherlands/23023644001/2023	"Wageningen Bioveterinary Research "	Wageningen Bioveterinary Research	Beerens, Nancy; Harders, Frank; Pritz-Verschuren, Sylvia; Roose, Marit; Venema, Sandra; Germeraad, Evelien; Engelsma, Marc; Heutink, Rene
A/CommonBuzzard/Netherlands/23023642002/2023	"Wageningen Bioveterinary Research "	Wageningen Bioveterinary Research	Beerens, Nancy; Harders, Frank; Pritz-Verschuren, Sylvia; Roose, Marit; Venema, Sandra; Germeraad, Evelien; Engelsma, Marc; Heutink, Rene
A/Chicken/Netherlands/23023940001005/2023	"Wageningen Bioveterinary Research "	Wageningen Bioveterinary Research	Beerens, Nancy; Harders, Frank; Pritz-Verschuren, Sylvia; Roose, Marit; Venema, Sandra; Germeraad, Evelien; Engelsma, Marc; Heutink, Rene
A/chicken/Denmark/85672/20231111	Statens Serumm Institute	Statens Serum Institute	Hjulsager,C;Liang,Y
A/BarnacleGoose/Netherlands/23024264001/2023	"Wageningen Bioveterinary Research "	Wageningen Bioveterinary Research	Beerens, Nancy; Harders, Frank; Pritz-Verschuren, Sylvia; Roose, Marit; Venema, Sandra; Germeraad, Evelien; Engelsma, Marc; Heutink, Rene
A/Chicken/Scotland/136045/2023	"Animal And Plant Health Agency (apha) "	Animal And Plant Health Agency (apha)	?
A/EurasianWigeon/Netherlands/4/2023	Erasmus Medical Center	Erasmus Medical Center	Vuong,O; Thewessen, S; Bellido-Martin, A.B.; Fouchier, R.A.M.
A/EurasianWigeon/Netherlands/6/2023	Erasmus Medical Center	Erasmus Medical Center	Vuong,O; Thewessen, S; Bellido-Martin, A.B.; Fouchier, R.A.M.
A/EurasianWigeon/Netherlands/7/2023	Erasmus Medical Center	Erasmus Medical Center	Vuong,O; Thewessen, S; Bellido-Martin, A.B.; Fouchier, R.A.M.
A/EurasianWigeon/Netherlands/5/2023	Erasmus Medical Center	Erasmus Medical Center	Vuong,O; Thewessen, S; Bellido-Martin, A.B.; Fouchier, R.A.M.
A/EurasianWigeon/Netherlands/1/2023	Erasmus Medical Center	Erasmus Medical Center	Vuong,O; Thewessen, S; Bellido-Martin, A.B.; Fouchier, R.A.M.
A/Mallard/Sweden/Ot176073/2023	Linnaeus University	Swedish Veterinary Agency (sva)	"""Siamak,Zohari"""
A/Gallusgallus/Belgium/122200001/2023	Sciensano   Animal Infectious Diseases	Sciensano, Department Of Animal Infectious Diseases	Van Borm, Steven; Roupie, Virginie; Hostyn, Pierre; Mathijs, Elisabeth; Lambrecht, Benedicte; Steensels, Mieke
A/Chicken/Norway/202402857/2024	Norwegian Veterinary Institute	Norwegian Veterinary Institute	Gjerset, Britt; Boe, Cathrine A.
A/domesticgoose/Poland/H49W/2024	National Veterinary Research Institut Poland, Piwet Pib	National Veterinary Research Institut Poland, Piwet Pib	Swieton,E.;Smietanka,K.
A/turkey/Poland/H21T1/2024	National Veterinary Research Institut Poland, Piwet Pib	National Veterinary Research Institut Poland, Piwet Pib	Swieton E., Smietanka K.
A/Eurasianteal/Netherlands/3/2023	Erasmus Medical Center	Erasmus Medical Center	?
A/cygnusolor/Slovenia/PER12724MAZ24VIR93584/2024	University Of Ljubljana	Istituto Zooprofilattico Sperimentale Delle Venezie	Salomoni, A.; Slavec, B.; Cociancich, V.; Cavicchio, L.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Zamperin, G.; Monne, I.; Terregino, C.
A/chicken/CzechRepublic/22705/2024	State Veterinary Institute Prague	State Veterinary Institute Prague	Nagy,Alexander;Cernikova,Lenka;Klickova,Eliska;Haban,Lubomir;Sterbova,Michaela;Orenicova,Kristina
A/chicken/CzechRepublic/31371/2024	State Veterinary Institute Prague	State Veterinary Institute Prague	Nagy,Alexander;Cernikova,Lenka;Klickova,Eliska;Sterbova,Michaela;Orenicova,Kristina
A/chicken/CzechRepublic/26483/2024	State Veterinary Institute Prague	State Veterinary Institute Prague	Nagy,Alexander;Cernikova,Lenka;Klickova,Eliska;Haban,Lubomir;Sterbova,Michaela;Orenicova,Kristina
A/chicken/CzechRepublic/26481/2024	State Veterinary Institute Prague	State Veterinary Institute Prague	Nagy,Alexander;Cernikova,Lenka;Klickova,Eliska;Haban,Lubomir;Sterbova,Michaela;Orenicova,Kristina
A/chicken/CzechRepublic/2648n4/2024	State Veterinary Institute Prague	State Veterinary Institute Prague	Nagy,Alexander;Cernikova,Lenka;Klickova,Eliska;Haban,Lubomir;Sterbova,Michaela;Orenicova,Kristina
A/chicken/CzechRepublic/2648orig/2024	State Veterinary Institute Prague	State Veterinary Institute Prague	Nagy,Alexander;Cernikova,Lenka;Klickova,Eliska;Haban,Lubomir;Sterbova,Michaela;Orenicova,Kristina
A/turkey/Poland/H43T2/2024	National Veterinary Research Institut Poland, Piwet Pib	National Veterinary Research Institut Poland, Piwet Pib	Swieton,E.;Smietanka,K.
A/barnaclegoose/Denmark/2409539102/2023	Statens Serum Institut	Statens Serum Institute	Hjulsager, C; Liang, Y
A/turkey/Poland/H551T1/2023	National Veterinary Research Institut Poland, Piwet Pib	National Veterinary Research Institut Poland, Piwet Pib	Swieton E., Smietanka K.
A/turkey/Poland/H554W10/2023	National Veterinary Research Institut Poland, Piwet Pib	National Veterinary Research Institut Poland, Piwet Pib	Swieton E., Swieton E.
A/Anseranser/Slovakia/Vh32/2024	State Veterinary Institute	State Veterinary Institute Prague	Nagy,Alexander;Dirbakova,Zuzana;Tinak,Martin
A/muteswan/Poland/MB055L4/2024	National Veterinary Research Institut Poland, Piwet Pib	National Veterinary Research Institut Poland, Piwet Pib	Swieton,E.;Smietanka,K.
A/owl/Austria/24020512001/2024	Institute For Veterinary Disease Control Moedling, Austrian Agency For Health And Food Safety	Austrian Agency For Health And Food Safety (ages)	?
A/turkey/Poland/H542NM/2023	National Veterinary Research Institut Poland, Piwet Pib	National Veterinary Research Institut Poland, Piwet Pib	Swieton E., Smietanka K.
A/GreylagGoose/GermanyHE/2024AI01561/2024	Friedrich Loeffler Institut	Friedrich Loeffler Institut	Ahrens,A.K., Harder,T., Grund,C., Beer,M. and Pohlmann,A.
A/wildgoose/GermanyNW/2024AI02730/2024	Friedrich Loeffler Institut	Friedrich Loeffler Institut	?
A/Gallusgallus/Belgium/113070002/2023	Sciensano   Animal Infectious Diseases	Sciensano, Department Of Animal Infectious Diseases	Van Borm, Steven; Roupie, Virginie; Hostyn, Pierre; Mathijs, Elisabeth; Lambrecht, Benedicte; Steensels, Mieke
A/Gallusgallus/Belgium/116320003/2023	Sciensano   Animal Infectious Diseases	Sciensano, Department Of Animal Infectious Diseases	Van Borm, Steven; Roupie, Virginie; Hostyn, Pierre; Mathijs, Elisabeth; Lambrecht, Benedicte; Steensels, Mieke
A/buzzard/Poland/MB103N/2024	National Veterinary Research Institut Poland, Piwet Pib	National Veterinary Research Institut Poland, Piwet Pib	Swieton,E;Smietanka,K.
A/chicken/Poland/H79T2/2024	National Veterinary Research Institut Poland, Piwet Pib	National Veterinary Research Institut Poland, Piwet Pib	Swieton,E;Smietanka,K.
A/CommonBuzzard/GermanyBW/2024AI01148/2024	Friedrich Loeffler Institut	Friedrich Loeffler Institut	?
A/fox/GermanyBW/2024AI00417/2024	Friedrich Loeffler Institut	Friedrich Loeffler Institut	?
A/turkey/Poland/H555NM/2023	National Veterinary Research Institut Poland, Piwet Pib	National Veterinary Research Institut Poland, Piwet Pib	Swieton E., Smietanka K.
A/Cygnusolor/Kleinandelfingen/V0969/2023	Institute Of Virology And Immunology (ivi)		Wyler,M.
A/turkey/Poland/H36T3/2024	National Veterinary Research Institut Poland, Piwet Pib	National Veterinary Research Institut Poland, Piwet Pib	Swieton E., Smietanka K.
A/domesticgoose/Poland/H553T1/2023	National Veterinary Research Institut Poland, Piwet Pib	National Veterinary Research Institut Poland, Piwet Pib	Swieton E., Smietanka K.
A/beangoose/Poland/MB331/2023	National Veterinary Research Institut Poland, Piwet Pib	National Veterinary Research Institut Poland, Piwet Pib	Swieton E., Smietanka K.
A/Mallard/Netherlands/24001874001/2024	Wageningen Bioveterinary Research	Wageningen Bioveterinary Research	Beerens, Nancy; Harders, Frank; Pritz-Verschuren, Sylvia; Roose, Marit; Venema, Sandra; Germeraad, Evelien; Engelsma, Marc; Heutink, Rene
A/buzzard/Poland/MB098N/2024	National Veterinary Research Institut Poland, Piwet Pib	National Veterinary Research Institut Poland, Piwet Pib	Swieton,E;Smietanka,K.
A/fox/GermanyHH/2024AI01565/2024	Friedrich Loeffler Institut	Friedrich Loeffler Institut	?
A/Buzzard/Norway/202407136/2024	Norwegian Veterinary Institute	Norwegian Veterinary Institute	Gjerset, Britt; Bøe, Cathrine A.; Granstad, Silje
A/Muteswan/Sweden/SVA240202SZ128FB000338AB/2024	Swedish Veterinary Agency (sva)	Swedish Veterinary Agency (sva)	"""Siamak,Zohari"""
A/CanadaGoose/England/142157/2023	"Animal And Plant Health Agency (apha) "	Animal And Plant Health Agency (apha)	?
A/Mink/Spain/3691322VIR105869/2022	Laboratorio Central De Veterinaria	Istituto Zooprofilattico Sperimentale Delle Venezie	Ruano, M.J.; Rocha, A.; Sanchez, A.; Aguero, M; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Pastori, A.; Monne, I.; Terregino, C.
A/mink/Spain/22VIR127741338692/2022	Istituto Zooprofilattico Sperimentale Delle Venezie, Eu/oie/reference Laboratory And Fao Reference Centre For Ai And Nd	Istituto Zooprofilattico Sperimentale Delle Venezie	Ruano,M.J.; Rocha,A.; Sanchez,A.; Aguero,M.; Pastori, A.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C.
A/Mink/Spain/3691222VIR105868/2022	Laboratorio Central De Veterinaria	Istituto Zooprofilattico Sperimentale Delle Venezie	Ruano, M.J.; Rocha, A.; Sanchez, A.; Aguero, M; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Pastori, A.; Monne, I.; Terregino, C.
A/Mink/Spain/36911022VIR1058611/2022	Laboratorio Central De Veterinaria	Istituto Zooprofilattico Sperimentale Delle Venezie	Ruano, M.J.; Rocha, A.; Sanchez, A.; Aguero, M; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Pastori, A.; Monne, I.; Terregino, C.
A/Mink/Spain/3691822VIR1058610/2022	Laboratorio Central De Veterinaria	Istituto Zooprofilattico Sperimentale Delle Venezie	Ruano, M.J.; Rocha, A.; Sanchez, A.; Aguero, M; Barbierato, G.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Pastori, A.; Monne, I.; Terregino, C.
A/mink/Spain/22VIR127741438693/2022	Istituto Zooprofilattico Sperimentale Delle Venezie, Eu/oie/reference Laboratory And Fao Reference Centre For Ai And Nd	Istituto Zooprofilattico Sperimentale Delle Venezie	Ruano,M.J.; Rocha,A.; Sanchez,A.; Aguero,M.; Pastori, A.; Zecchin, B.; Fusaro, A.; Schivo, A.; Salviato, A.; Palumbo, E.; Giussani, E.; Monne, I.; Terregino, C.
A/mink/Spain/22VIR127741438693R/2024	The University Of Hong Kong		Liu,Y., Deng,S., Ren,S., Tam,R.C., Liu,S., Zhang,A.J., To,K.K., Yuen,K., Chen,H. and Wang,P.
A/mink/HongKong/RGDelNS1p10/2024	The University Of Hong Kong		Liu,Y., Deng,S., Ren,S., Tam,R.C., Liu,S., Zhang,A.J., To,K.K., Yuen,K., Chen,H. and Wang,P.
A/mink/HongKong/RGDelNS1p1/2024	The University Of Hong Kong		Liu,Y., Deng,S., Ren,S., Tam,R.C., Liu,S., Zhang,A.J., To,K.K., Yuen,K., Chen,H. and Wang,P.
A/CommonTern/Netherlands/16/2023	Erasmus Medical Center	Erasmus Medical Center	Vuong,O; Thewessen, S; Bellido-Martin, A.B.; Fouchier, R.A.M.
A/CommonTern/Netherlands/18/2023	Erasmus Medical Center	Erasmus Medical Center	Vuong,O; Thewessen, S; Bellido-Martin, A.B.; Fouchier, R.A.M.
A/peregrinefalcon/GermanyNW/2023AI06880/2023	Friedrich Loeffler Institut	Friedrich Loeffler Institut	?
A/Artictern/Netherlands/2/2023	Erasmus Medical Center	Erasmus Medical Center	Bellido, Beatriz
A/CommonTern/Netherlands/33/2023	Erasmus Medical Center	Erasmus Medical Center	?
A/Ichtyaetusmelanocephalus/Belgium/063760001/2023	Sciensano   Animal Infectious Diseases	Sciensano, Department Of Animal Infectious Diseases	Van Borm, Steven; Roupie, Virginie; Hostyn, Pierre; Mathijs, Elisabeth; Lambrecht, Benedicte; Steensels, Mieke
A/Larusargentatus/Belgium/085710001/2023	Sciensano   Animal Infectious Diseases	Sciensano, Department Of Animal Infectious Diseases	Van Borm, Steven; Roupie, Virginie; Hostyn, Pierre; Mathijs, Elisabeth; Lambrecht, Benedicte; Steensels, Mieke
A/Kittiwake/England/331378/2023	"Animal And Plant Health Agency (apha) "	Animal And Plant Health Agency (apha)	?
A/redfox/NorthernIreland/22185/2023	Afbi   Agri Food & Bioscience Institute	Agri Food And Biosciences Institute (afbini)	Lagan, P.; Lemon, K.
A/redfox/NorthernIreland/22191/2023	Afbi   Agri Food & Bioscience Institute	Agri Food And Biosciences Institute (afbini)	Lagan, P.; Lemon, K.
A/tern/France/23P007364/2023	Anses Agence Nationale De Securite Sanitaire De L’alimentation	Anses Agence Nationale De Securite Sanitaire De L’alimentation	FX,Briand
A/tern/France/23P007222/2023	Anses Agence Nationale De Securite Sanitaire De L’alimentation	Anses Agence Nationale De Securite Sanitaire De L’alimentation	FX,Briand
